date_of_dissection,dissector,host_species,lot_number,fish_number,date_of_collection,year,TL_mm,location_of_collection,lat,long,site_number,lat_updated,long_updated,C_mariae_total_updated,C_mariae_total,C_mariae_lips,C_mariae_body,C_mariae_throat,C_mariae_head,notes
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,78,7.2,1951,76,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,79,7.2,1951,73,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,80,7.2,1951,62,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,81,7.2,1951,55,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,82,7.2,1951,52,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,83,7.2,1951,62,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,84,7.2,1951,61,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,85,7.2,1951,51,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,86,7.2,1951,61,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,87,7.2,1951,62,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,88,7.2,1951,82,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,89,7.2,1951,75,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,90,7.2,1951,54,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,91,7.2,1951,62,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,92,7.2,1951,60,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,93,7.2,1951,41,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,94,7.2,1951,53,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,2,0,2,0,0,Infection located in the anterior dorsal fin
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,95,7.2,1951,42,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,96,7.2,1951,59,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.20.2018,Kara B. Skaw,Anoplarchus purpurescens,16446,97,7.2,1951,65,Brown Island,48.540331,-123.003455,10,48.540257,-123.003504,0.108015,0,0,0,0,0,
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,1,4.5,1939,82,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,2,4.5,1939,96,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,3,4.5,1939,102,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,4,4.5,1939,62,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,5,4.5,1939,119,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,1,0,1,0,0,"Specific Location: Seattle, Wa - One large nematode protruding from the flesh on the eft side beneath the dorsal fin "
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,6,4.5,1939,90,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,7,4.5,1939,90,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,8,4.5,1939,70,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,9,4.5,1939,57,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,10,4.5,1939,67,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,11,4.5,1939,112,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,12,4.5,1939,62,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,13,4.5,1939,72,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,14,4.5,1939,99,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,15,4.5,1939,94,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,16,4.5,1939,60,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,17,4.5,1939,65,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,18,4.5,1939,73,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,19,4.5,1939,66,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,20,4.5,1939,58,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,21,4.5,1939,67,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,22,4.5,1939,61,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,23,4.5,1939,64,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,24,4.5,1939,119,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,25,4.5,1939,68,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,26,4.5,1939,60,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,27,4.5,1939,66,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,28,4.5,1939,65,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,29,4.5,1939,57,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,30,4.5,1939,83,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,31,4.5,1939,53,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,32,4.5,1939,60,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,33,4.5,1939,62,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,34,4.5,1939,57,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,35,4.5,1939,61,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,36,4.5,1939,63,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,37,4.5,1939,52,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,38,4.5,1939,58,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,39,4.5,1939,56,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.21.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,40,4.5,1939,50,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.27.2018,Kara B. Skaw,Anoplarchus purpurescens,4468,41,4.5,1939,67,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.27.2019,Kara B. Skaw,Anoplarchus purpurescens,4468,42,4.5,1939,60,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.27.2020,Kara B. Skaw,Anoplarchus purpurescens,4468,43,4.5,1939,63,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.27.2021,Kara B. Skaw,Anoplarchus purpurescens,4468,44,4.5,1939,58,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.27.2022,Kara B. Skaw,Anoplarchus purpurescens,4468,45,4.5,1939,56,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.27.2023,Kara B. Skaw,Anoplarchus purpurescens,4468,46,4.5,1939,49,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.27.2024,Kara B. Skaw,Anoplarchus purpurescens,4468,47,4.5,1939,51,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.27.2025,Kara B. Skaw,Anoplarchus purpurescens,4468,48,4.5,1939,59,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.27.2026,Kara B. Skaw,Anoplarchus purpurescens,4468,49,4.5,1939,54,North Beach,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,"Specific Location: Seattle, Wa"
11.27.2027,Kara B. Skaw,Anoplarchus purpurescens,1045,1,5.26,1930,116,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2028,Kara B. Skaw,Anoplarchus purpurescens,1045,2,5.26,1930,96,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2029,Kara B. Skaw,Anoplarchus purpurescens,1045,3,5.26,1930,73,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2030,Kara B. Skaw,Anoplarchus purpurescens,1045,4,5.26,1930,87,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2031,Kara B. Skaw,Anoplarchus purpurescens,1045,5,5.26,1930,82,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2032,Kara B. Skaw,Anoplarchus purpurescens,1045,6,5.26,1930,78,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,1,0,1,0,0,Long nematode found hanging from the anus
11.27.2033,Kara B. Skaw,Anoplarchus purpurescens,1045,7,5.26,1930,65,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2034,Kara B. Skaw,Anoplarchus purpurescens,1045,8,5.26,1930,57,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2035,Kara B. Skaw,Anoplarchus purpurescens,1045,9,5.26,1930,76,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2036,Kara B. Skaw,Anoplarchus purpurescens,1045,10,5.26,1930,70,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2037,Kara B. Skaw,Anoplarchus purpurescens,1045,11,5.26,1930,68,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2038,Kara B. Skaw,Anoplarchus purpurescens,1045,12,5.26,1930,71,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2039,Kara B. Skaw,Anoplarchus purpurescens,1045,13,5.26,1930,100,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2040,Kara B. Skaw,Anoplarchus purpurescens,1045,14,5.26,1930,92,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2041,Kara B. Skaw,Anoplarchus purpurescens,1045,15,5.26,1930,83,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2042,Kara B. Skaw,Anoplarchus purpurescens,1045,16,5.26,1930,97,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2043,Kara B. Skaw,Anoplarchus purpurescens,1045,17,5.26,1930,110,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2044,Kara B. Skaw,Anoplarchus purpurescens,1045,18,5.26,1930,87,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2045,Kara B. Skaw,Anoplarchus purpurescens,1045,19,5.26,1930,80,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2046,Kara B. Skaw,Anoplarchus purpurescens,1045,20,5.26,1930,90,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2047,Kara B. Skaw,Anoplarchus purpurescens,1045,21,5.26,1930,109,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2048,Kara B. Skaw,Anoplarchus purpurescens,1045,22,5.26,1930,99,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2049,Kara B. Skaw,Anoplarchus purpurescens,1045,23,5.26,1930,80,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2050,Kara B. Skaw,Anoplarchus purpurescens,1045,24,5.26,1930,79,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2051,Kara B. Skaw,Anoplarchus purpurescens,1045,25,5.26,1930,95,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2052,Kara B. Skaw,Anoplarchus purpurescens,1045,26,5.26,1930,75,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2053,Kara B. Skaw,Anoplarchus purpurescens,1045,27,5.26,1930,77,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2054,Kara B. Skaw,Anoplarchus purpurescens,1045,28,5.26,1930,89,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2055,Kara B. Skaw,Anoplarchus purpurescens,1045,29,5.26,1930,80,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2056,Kara B. Skaw,Anoplarchus purpurescens,1045,30,5.26,1930,79,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2057,Kara B. Skaw,Anoplarchus purpurescens,1045,31,5.26,1930,73,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2058,Kara B. Skaw,Anoplarchus purpurescens,1045,32,5.26,1930,69,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2059,Kara B. Skaw,Anoplarchus purpurescens,1045,33,5.26,1930,64,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2060,Kara B. Skaw,Anoplarchus purpurescens,1045,34,5.26,1930,73,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2061,Kara B. Skaw,Anoplarchus purpurescens,1045,35,5.26,1930,68,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2062,Kara B. Skaw,Anoplarchus purpurescens,1045,36,5.26,1930,61,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2063,Kara B. Skaw,Anoplarchus purpurescens,1045,37,5.26,1930,65,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2064,Kara B. Skaw,Anoplarchus purpurescens,1045,38,5.26,1930,61,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2065,Kara B. Skaw,Anoplarchus purpurescens,1045,39,5.26,1930,64,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2066,Kara B. Skaw,Anoplarchus purpurescens,1045,40,5.26,1930,79,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2067,Kara B. Skaw,Anoplarchus purpurescens,1045,41,5.26,1930,93,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2068,Kara B. Skaw,Anoplarchus purpurescens,1045,42,5.26,1930,60,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2069,Kara B. Skaw,Anoplarchus purpurescens,1045,43,5.26,1930,64,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2070,Kara B. Skaw,Anoplarchus purpurescens,1045,44,5.26,1930,53,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2071,Kara B. Skaw,Anoplarchus purpurescens,1045,45,5.26,1930,56,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2072,Kara B. Skaw,Anoplarchus purpurescens,1045,46,5.26,1930,63,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2073,Kara B. Skaw,Anoplarchus purpurescens,1045,47,5.26,1930,57,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,1,0,1,0,0,Located on the left side of the body curled beneath a nodule in the flesh
11.27.2074,Kara B. Skaw,Anoplarchus purpurescens,1045,48,5.26,1930,58,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2075,Kara B. Skaw,Anoplarchus purpurescens,1045,49,5.26,1930,67,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2076,Kara B. Skaw,Anoplarchus purpurescens,1045,50,5.26,1930,65,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2077,Kara B. Skaw,Anoplarchus purpurescens,1045,51,5.26,1930,49,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2078,Kara B. Skaw,Anoplarchus purpurescens,1045,52,5.26,1930,53,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2079,Kara B. Skaw,Anoplarchus purpurescens,1045,53,5.26,1930,75,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.27.2080,Kara B. Skaw,Anoplarchus purpurescens,1045,54,5.26,1930,50,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,1,7.26,1930,111,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,2,7.26,1930,96,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,3,7.26,1930,105,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,4,7.26,1930,107,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,5,7.26,1930,79,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,6,7.26,1930,102,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,1,0,1,0,0,Specific Location: Reef at the East Side of False Bay - Small nematode found on the left side of the body behind the pectoral and above the lateral line
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,7,7.26,1930,67,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,8,7.26,1930,69,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,3,0,3,0,0,Specific Location: Reef at the East Side of False Bay - 3 Small nematodes located on the right side of the body the pectoral below the lateral line
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,9,7.26,1930,72,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,10,7.26,1930,89,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,11,7.26,1930,92,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,12,7.26,1930,71,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,13,7.26,1930,83,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,14,7.26,1930,80,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,15,7.26,1930,77,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
11.28.2018,Kara B. Skaw,Anoplarchus purpurescens,1279,16,7.26,1930,79,San Juan Island,48.477394,-123.067609,45,48.479124,-123.069841,0.06038,0,0,0,0,0,Specific Location: Reef at the East Side of False Bay
