date_of_dissection,dissector,host_species,lot_number,fish_number,date_of_collection,year,TL_mm,location_of_collection,lat,long,site_number,lat_updated,long_updated,C_mariae_total_updated,C_mariae_total,C_mariae_lips,C_mariae_body,C_mariae_throat,C_mariae_head,notes
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,5,5.11,1933,77,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,6,5.11,1933,65,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,7,5.11,1933,56,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,8,5.11,1933,66,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,9,5.11,1933,84,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,1,0,1,0,0,Infection was a nodule located in the upper caudal fin between the fin rays
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,10,5.11,1933,96,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,11,5.11,1933,79,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,12,5.11,1933,49,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,13,5.11,1933,69,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,14,5.11,1933,56,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,1,0,1,0,0,Infection was a nodule located in the dorsal fin between the fin rays
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,15,5.11,1933,61,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,16,5.11,1933,62,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,3573,17,5.11,1933,52,Lincoln Park,48.150392,-123.488763,34,48.150392,-123.488763,0.07609,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,16478,1,5.22,1940,104,North Beach ,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,16478,2,5.22,1940,99,North Beach ,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,16478,3,5.22,1940,100,North Beach ,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,16478,4,5.22,1940,86,North Beach ,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,16478,5,5.22,1940,78,North Beach ,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,16478,6,5.22,1940,68,North Beach ,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,16478,7,5.22,1940,95,North Beach ,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,
11.2.2018,Kara B. Skaw,Anoplarchus purpurescens,16478,8,5.22,1940,61,North Beach ,47.701379,-122.394454,36,47.701379,-122.394454,0.09165,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,27459,1,2.12,1958,113,Oyster Bay,47.118405,-123.059425,37,47.118405,-123.059425,0,0,0,0,0,0,Specific Location: Lower puget sound in the olympia oyster companies oyster bed
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,27459,2,2.12,1958,122,Oyster Bay,47.118405,-123.059425,37,47.118405,-123.059425,0,0,0,0,0,0,Specific Location: Lower puget sound in the olympia oyster companies oyster bed
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,27459,3,2.12,1958,101,Oyster Bay,47.118405,-123.059425,37,47.118405,-123.059425,0,0,0,0,0,0,Specific Location: Lower puget sound in the olympia oyster companies oyster bed
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,27459,4,2.12,1958,121,Oyster Bay,47.118405,-123.059425,37,47.118405,-123.059425,0,0,0,0,0,0,Specific Location: Lower puget sound in the olympia oyster companies oyster bed
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,27459,5,2.12,1958,115,Oyster Bay,47.118405,-123.059425,37,47.118405,-123.059425,0,0,0,0,0,0,Specific Location: Lower puget sound in the olympia oyster companies oyster bed
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,1,7.25,1930,85,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,2,7.25,1930,84,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,3,7.25,1930,95,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,4,7.25,1930,93,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,5,7.25,1930,96,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,6,7.25,1930,66,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,7,7.25,1930,74,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,8,7.25,1930,66,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,9,7.25,1930,65,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,10,7.25,1930,69,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,11,7.25,1930,62,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,12,7.25,1930,61,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,13,7.25,1930,65,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,14,7.25,1930,56,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,15,7.25,1930,36,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,16,7.25,1930,29,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1258,17,7.25,1930,29,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,5895,1,2.13,1950,72,Richmond Beach Seattle,47.768865,-122.392458,38,47.768865,0,,0,0,0,0,0,Specific Location: Shiphull in the intertidal zone
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,1,6.27,1930,90,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,2,6.27,1930,64,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,3,6.27,1930,106,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,4,6.27,1930,77,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,5,6.27,1930,60,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,6,6.27,1930,67,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,7,6.27,1930,51,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,8,6.27,1930,69,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,9,6.27,1930,73,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,10,6.27,1930,56,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,1,0,1,0,0,Infection was about a 1mm long nematode located just beneath the skin of the host specimen below the lateral line behind the right pectoral 
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,11,6.27,1930,70,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,12,6.27,1930,57,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,13,6.27,1930,55,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,14,6.27,1930,56,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,1068,15,6.27,1930,51,San Juan Islands,48.600139,-122.964145,25,48.600139,-122.964145,0.09045,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,17531,1,5.15,1964,69,Tongue Point,48.167961,-123.704929,39,48.167961,-123.704929,0.8,0,0,0,0,0,Specific Location: Straight of Juan de Fuca
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,17531,2,5.15,1964,72,Tongue Point,48.167961,-123.704929,39,48.167961,-123.704929,0.8,0,0,0,0,0,Specific Location: Straight of Juan de Fuca
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,17531,3,5.15,1964,66,Tongue Point,48.167961,-123.704929,39,48.167961,-123.704929,0.8,0,0,0,0,0,Specific Location: Straight of Juan de Fuca
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,17531,4,5.15,1964,69,Tongue Point,48.167961,-123.704929,39,48.167961,-123.704929,0.8,0,0,0,0,0,Specific Location: Straight of Juan de Fuca
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,17531,5,5.15,1964,65,Tongue Point,48.167961,-123.704929,39,48.167961,-123.704929,0.8,5,0,5,0,0,Specific Location: Straight of Juan de Fuca - Two nematodes located on the right side beneath the flesh of the belly and three nematodes located on the left side beneath the flesh of the belly 
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,17531,6,5.15,1964,48,Tongue Point,48.167961,-123.704929,39,48.167961,-123.704929,0.8,0,0,0,0,0,Specific Location: Straight of Juan de Fuca
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,17531,7,5.15,1964,62,Tongue Point,48.167961,-123.704929,39,48.167961,-123.704929,0.8,0,0,0,0,0,Specific Location: Straight of Juan de Fuca
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,17531,8,5.15,1964,78,Tongue Point,48.167961,-123.704929,39,48.167961,-123.704929,0.8,0,0,0,0,0,Specific Location: Straight of Juan de Fuca
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,17531,9,5.15,1964,64,Tongue Point,48.167961,-123.704929,39,48.167961,-123.704929,0.8,3,0,3,0,0,"Specific Location: Straight of Juan de Fuca - Three nematodes located on the ventral surface of the host specimen just beneath the isthmus between the pectoral fins, all were less than or equal to 1mm long"
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,17531,10,5.15,1964,40,Tongue Point,48.167961,-123.704929,39,48.167961,-123.704929,0.8,0,0,0,0,0,Specific Location: Straight of Juan de Fuca
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,4561,1,6.2,1938,106,Edmonds Beach,47.812981,-122.386536,40,47.812981,-122.386536,0,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,4561,2,6.2,1938,61,Edmonds Beach,47.812981,-122.386536,40,47.812981,-122.386536,0,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,4561,3,6.2,1938,54,Edmonds Beach,47.812981,-122.386536,40,47.812981,-122.386536,0,0,0,0,0,0,
11.5.2018,Kara B. Skaw ,Anoplarchus purpurescens,4561,4,6.2,1938,49,Edmonds Beach,47.812981,-122.386536,40,47.812981,-122.386536,0,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,1,6.24,1930,95,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,2,6.24,1930,73,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,3,6.24,1930,108,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,4,6.24,1930,79,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,5,6.24,1930,84,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,6,6.24,1930,73,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,7,6.24,1930,69,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,8,6.24,1930,75,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,9,6.24,1930,62,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,10,6.24,1930,55,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,11,6.24,1930,59,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,12,6.24,1930,56,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,13,6.24,1930,55,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,14,6.24,1930,55,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,15,6.24,1930,63,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,16,6.24,1930,58,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,17,6.24,1930,56,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,1,0,1,0,0,Infection was located between the fin rays of the anterior anal fin
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,18,6.24,1930,50,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,998,19,6.24,1930,50,Friday Harbor,48.5363,-123.01221,2,48.536021,-123.011183,0.07317,1,0,0,0,1,Black worm less then 1mm found in the opercular cavitiy ontop of the gill filaments. Unclear if object was C. mariae or just dirt
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,1,8.5,1952,103,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,2,8.5,1952,129,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,3,8.5,1952,87,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,4,8.5,1952,83,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,5,8.5,1952,105,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,6,8.5,1952,95,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,7,8.5,1952,70,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,8,8.5,1952,85,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,9,8.5,1952,86,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,10,8.5,1952,83,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,11,8.5,1952,72,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,12,8.5,1952,80,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,13,8.5,1952,70,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,14,8.5,1952,75,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,15,8.5,1952,36,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,10440,16,8.5,1952,33,San Juan Islands,48.484204,-123.085332,32,48.482352,-123.083033,0.09565,0,0,0,0,0,Specific Location: Kanaka Bay 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,5128,1,5.23,1940,110,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,5128,2,5.23,1940,98,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,1,0,1,0,0,Infection was located below the dorsal fin on the right side of the body
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,5128,3,5.23,1940,102,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,5128,4,5.23,1940,76,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,5128,5,5.23,1940,69,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,5128,6,5.23,1940,69,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,5128,7,5.23,1940,70,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,5128,8,5.23,1940,65,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,5128,9,5.23,1940,69,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,5128,10,5.23,1940,62,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,14371,1,1.8,1940,91,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,14371,2,1.8,1940,91,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,Fish was already partially dissected as pictured in figure: Lot 14371 Fish 2 
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,14371,3,1.8,1940,98,Alki Point,47.576203,-122.422245,18,47.576013,-122.422281,0.10861,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,100,1,3.3,1929,93,Golden Gardens,47.691374,-122.405433,7,47.693264,-122.406678,0,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,100,2,3.3,1929,52,Golden Gardens,47.691374,-122.405433,7,47.693264,-122.406678,0,0,0,0,0,0,
11.6.2018,Kara B. Skaw ,Anoplarchus purpurescens,100,3,3.3,1929,50,Golden Gardens,47.691374,-122.405433,7,47.693264,-122.406678,0,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,1,6,1915,85,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,2,6,1915,77,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,3,6,1915,90,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,4,6,1915,84,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,5,6,1915,84,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,6,6,1915,81,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,7,6,1915,88,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,8,6,1915,84,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,9,6,1915,81,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,10,6,1915,83,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,1,0,1,0,0,Infection located in the posterior dorsal fin between fin rays
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,11,6,1915,80,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,Body in poor condition (posterior half)
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,12,6,1915,78,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,13,6,1915,83,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
11.7.2018,Kara B. Skaw,Anoplarchus purpurescens,4807,14,6,1915,76,Oyster Bay,47.107266,-123.044195,41,47.107266,-123.044195,0.23529,0,0,0,0,0,
